Pred_Not.Stranded_Ref_Not.Stranded,Pred_Stranded_Ref_Not.Stranded,Pred_Not.Stranded_Ref_Stranded,Pred_Stranded_Ref_Stranded,Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyNull,AccuracyPValue,McnemarPValue,Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,cm_ts
113,9,27,26,0.794285714285714,0.461077844311377,0.726759513463922,0.851566066989566,0.697142857142857,0.0025570430685929,0.00460653226339178,0.926229508196721,0.490566037735849,0.807142857142857,0.742857142857143,0.807142857142857,0.926229508196721,0.862595419847328,0.697142857142857,0.645714285714286,0.8,0.708397772966285,2021-12-01T17:22:33.588681Z
