Pred_Not.Stranded_Ref_Not.Stranded,Pred_Stranded_Ref_Not.Stranded,Pred_Not.Stranded_Ref_Stranded,Pred_Stranded_Ref_Stranded,Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyNull,AccuracyPValue,McnemarPValue,Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,cm_ts
118,4,29,24,0.811428571428571,0.484697064334791,0.745496604169608,0.86649782174381,0.697142857142857,0.000422533492562412,2.94259840361839e-05,0.967213114754098,0.452830188679245,0.802721088435374,0.857142857142857,0.802721088435374,0.967213114754098,0.877323420074349,0.697142857142857,0.674285714285714,0.84,0.710021651716672,2021-12-01T17:16:18.205260Z
