Pred_Not.Stranded_Ref_Not.Stranded,Pred_Stranded_Ref_Not.Stranded,Pred_Not.Stranded_Ref_Stranded,Pred_Stranded_Ref_Stranded,Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyNull,AccuracyPValue,McnemarPValue,Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,cm_ts
114,8,27,26,0.8,0.472936924533173,0.732986772066063,0.856562323757259,0.697142857142857,0.00145115263969843,0.00234578697956679,0.934426229508197,0.490566037735849,0.808510638297872,0.764705882352941,0.808510638297872,0.934426229508197,0.866920152091255,0.697142857142857,0.651428571428571,0.805714285714286,0.712496133622023,2021-12-01T17:54:06.046403Z
